text,label
rambam healthcare campus in haifa shares a video showing how its three level bed sammy ofer fortified underground emergency hospital is prepared for the event of an outbreak of war in the north of israel,1
samuel ramani of the royal united services institute calls the houthi hijacking of a ship the group says is linked to israel and the subsequent release of video of the attack unsurprising,1
yemen s houthi rebels have released a video showing how they seized an israeli linked ship in the red sea watch it below this is a modal window beginning of dialog window escape will cancel and close the window end of dialog window,0
the israel defense forces says three drones were launched from lebanon at northern israel earlier setting off sirens in the upper galilee,0
rocket alerts sound in various locations throughout israel including in tel aviv jerusalem the central shfela region and towns around gaza jerusalem residents report hearing at least one interception over the city,0
the united states condemns heritage minister amichai eliyahu s wholly unacceptable suggestion yesterday that dropping a nuclear bomb on gaza is among israel s options in the war against hamas,0
a palestinian minor identified as usayed hamdi hmeidat was killed and another minor was injured today by israeli army gunfire in jalazone refugee camp north of ramallah as they were leaving school according to medical sources,0
prime minister benjamin netanyahu joins iaf chief tomer bar in the air force command center at the kirya military base in tel aviv as israeli fighter jets carry out attacks on the gaza strip,1
turkey s president recep tayyip erdogan has spoken with president isaac herzog erdogan s office announces erdogan warns that steps that harm gazans indiscriminately will further increase the sufferings and the spiral of violence in the region,0
the israel defense forces says it is carrying out airstrikes against sites belonging to the hezbollah terror group in southern lebanon in response to rocket fire on northern israel there are no reports of injuries in the rocket attacks,1
russian president vladimir putin accuses ukraine and western special services of instigating the anti israel riot at dagestan s makhachkala airport last night but calls on russian security services to maintain order,1
the israel defense forces says the long range rocket launched by the hamas terror group in the gaza strip toward the southernmost city of eilat was intercepted by the arrow air defense system,1
three palestinians were shot and injured by israeli forces live fire including a critical gunshot wound to the head during confrontations that broke out in the town of beit fajjar south of bethlehem according to security sources,0
israeli colonists sunday evening attacked a number of palestinian citizens beating and shooting them in masafer yatta south of the occupied west bank city of hebron,0
a year old palestinian teenager identified as karam ayman dweikat succumbed today to injuries inflicted by israeli military gunfire during confrontations in the town of beita south of nablus according to medical sources,0
israeli forces on saturday ordered doctors patients and displaced people at gaza s al shifa hospital to evacuate the medical compound forcing some to leave by gunpoint according to doctors and palestinian officials,0
the israel defense forces says its air defenses intercepted a surface to air missile fired from lebanon aimed at an israeli military drone the idf unmanned aerial vehicle was not damaged in the attempt,1
the palestine red crescent society prcs says it lost communication with its teams in the gaza strip after israel cut internet and telephone lines,0
the palestinian authority has declined a partial transfer of tax revenues from israel its finance ministry said in a statement october salaries for public sector workers will be delayed the ministry said,0
israeli forces tuesday carried out a wide scale detention operation in several areas in the occupied west bank arresting palestinians including workers from the gaza strip,0
the prime minister s office slams the cruel psychological propaganda by hamas in releasing a video showing three israeli hostages and accuses the terror group of war crimes,1
the israel defense forces says rockets were launched from lebanon at northern israel about an hour ago,0
an israeli strike in the densely populated jabalya refugee camp in northern gaza killed a large number of people and has left catastrophic damage according to eyewitnesses and medics in the enclave,0
the israeli airstrike that rocked the gaza refugee camp of jabalya on wednesday killed at least people according to a local hospital official dr,0
the un security council will hold a closed door meeting on the violence in israel and gaza on monday according to the news site security council report scr the meeting was requested by the united arab emirates and china scr reported,0
foreign minister eli cohen appears to downplay his remark from earlier that israel only has two or three weeks before international pressure over the war against hamas becomes significant,1
at least seven palestinian civilians have been savagely murdered in an israeli airstrike which targeted a residential building in the city of deir al balah in the central gaza strip razing it to the ground,0
a child was killed and three other palestinians were injured after the israeli occupation aircraft monday afternoon bombed parts of the roof of the shifa medical complex in gaza city,0
in the wake of the devastating israeli aggression against the palestinian people in gaza and the west bank the death toll has surged to with individuals injured the ministry of health said in an update at p m tonight,0
israel defense forces spokesperson lt col richard hecht told cnn s wolf blitzer on tuesday the hamas commander who was the target of an airstrike at the jabalya refugee camp in gaza was hiding as they do behind civilians,1
incoming rocket sirens are sounding in several towns in upper galilee the alerts are activated in tuba zangariyye rosh pina ayelet hashahar hatzor haglilit and other towns in the area,1
a palestinian was injured by live bullets at the hands of an israeli colonist in shufa at refugee camp northeast of occupied jerusalem said local sources,0
michael ryan says overflowing gaza shelters a lack of access to food as well as rain and colder temperatures in the enclave have created an absolute recipe for large scale epidemics,0
thousands of iranians gather on the streets to mark the anniversary of the takeover of the us embassy in tehran chanting death to america and death to israel while condemning washington s support of israel as it fights hamas in gaza,0
russia says that heritage minister amihai eliyahu s remarks appearing to consider the use of nuclear weapons in gaza raise a huge number of questions,0
the european union condemns hamas for using hospitals and civilians as human shields in gaza while also urging israel to show maximum restraint to protect civilians from the war,1
palestinian authority prime minister mohammad shtayyeh calls on the european union and the united nations to parachute aid into the gaza strip which has been devastated by fighting between israel and hamas,0
the israel defense forces announces the death of another soldier killed during fighting in the northern gaza strip he is named as staff sgt itay saadon a tank commander in the st armored brigade s nd battalion from har halutz,0
the israeli occupation forces today detained palestinians in raids at their homes throughout the occupied palestinian territories according to various sources in the jerusalem area the forces roundel up palestinians from various areas,0
turkish health minister fahrettin koca said turkey s third round of evacuations since the start of the israeli hamas war would consist of about people,0
hundreds of people gather in jerusalem to support the parents of hersh goldberg polin as they leave their home to travel to the united states to campaign for the release of their son held captive in gaza by terrorists,1
fareed najm one of the freed palestinians spoke to al jazeera after her release to describe the conditions prisoners endured in israeli jails she said prisoners were not given clean drinking water or enough food,0
the israel defense forces says that in the last few hours it has struck a number of sites in the gaza strip belonging to the hamas and palestinian islamic jihad terror groups,1
the war in gaza could spread to the wider middle east iranian foreign minister hossein amirabdollahian warns after weeks of a conflict that has already led to cross border violence between israel and hezbollah,0
the israeli warplanes today targeted two houses in the north of the gaza strip killing people as rescue workers were able to recover bodies from under the rubble in jabalia refugee camp according to wafa correspondent,1
the aid group says of its ambulances have arrived at the besieged hospital in gaza city accompanied by members of the un and humanitarian organisation doctors without borders,0
hospitals in the gaza strip sunday evening revealed the death toll has risen to palestinians including children women elderly people while were left injured since the start of the israeli aggression,0
the israel defense forces says its ground operation in the gaza strip is progressing and that several terror cells have been thwarted and a number of hamas commanders have been killed in the last few hours,1
there are reports of air defense activity over the eilat area in southern israel images show a trail of smoke likely from an israeli interceptor missile and people in the area report having heard a large blast,1
idf spokesman rear adm daniel hagari says the military has ramped up airstrikes in the gaza strip in the last few hours and will continue to carry out ground operations,1
brunei indonesia and malaysia have called for an immediate durable and sustained humanitarian truce leading to the cessation of hostilities in the gaza strip reuters news agency reports,0
the ministry of health said the israeli occupation forces killed palestinians in the gaza strip and the west bank since the start of its aggression on october,0
sirens are sounding again in tel aviv as well as the shfela judean lowlands area southeast of the city suburbs east of tel aviv are also included in the alert,1
salama maarouf head of the hamas government s media office was addressing the media outside al shifa hospital when the father of a dead boy held up his body before the cameras we will fight netanyahu we will win the father yelled,0
a palestinian youth was sunday evening killed after he was shot by israeli occupation forces during confrontations that broke out at the northern entrance to the city of jericho,0
the idf says it hit more than sites in beit hanoun in the northern gaza strip this morning,1
at least hostages were kidnapped and taken to the gaza strip on october the idf says raising the number from announced a day earlier idf spokesman rear adm,1
palestinians in the occupied west bank are waiting with bated breath for news that their family members are among the prisoners expected to be released later today,0
in an ongoing relentless israeli onslaught on the northern central and southern regions of the gaza strip israeli airstrikes have murdered several palestinians and injured many others injured during the last few hours,0
thousands gather at mount herzl national cemetery for the funeral of sergeant rose ida lubin who was killed monday in a stabbing attack outside of jerusalem s old city while on duty as a border police officer,1
colonial israeli settlers blocked this morning the main entrance to wadi fukin village in the southern west bank province of bethlehem causing significant disruption to the local community according to local sources,0
the israel defense forces says fighter jets struck a hamas site on the roof of a building in the gaza strip as well as a tunnel near the building following intelligence information gathered from the shin bet interrogation of a hamas terrorist,1
police say forces are chasing a vehicle from the gaza border area traveling north into israel believed to contain hamas terrorists motorists are asked to exercise caution police spokesman eli levy says,1
i can tell you that this is a happy moment for the city of nablus and for communities in the occupied west bank we ve been speaking to people here and there is a great deal of joy being expressed in the midst of an ongoing war,0
we re getting reports of fighting taking place between israeli forces and palestinians outside the jenin refugee camp in the occupied west bank earlier this morning we reported gunshots from the tulkarm refugee camp,0
the israel defense forces says it has struck and killed the head of hamas s north khan younis rocket array hassan al abdullah,1
in remarks a short while ago abu obaida said fighters with hamas s armed wing destroyed dozens of israeli military vehicles in the past four days,0
the united states announces a third round of sanctions targeting hamas affiliated individuals and entities in connection with the october massacre in israel,1
dozens of people were killed and injured this evening in an israeli bombing that targeted the vicinity of a mosque in the jabalia refugee camp north of the gaza strip,0
the palestinian journalists syndicate pjs said today that journalists were killed by israeli army gunfire and more than others were injured since the start of the israeli aggression on the gaza strip on october,0
the group was met by canadian diplomats on the egyptian side of the border with gaza canadian foreign minister melanie joly said in a video posted on social media,0
british prime minister rishi sunak has fired home secretary suella braverman who drew anger for accusing police of being too lenient with pro palestinian protesters,0
a young palestinian man was killed and another was injured by israeli military gunfire this evening during confrontations that erupted at the northern entrance to the city of jericho in the occupied west bank according to local sources,0
the qassam brigades the armed wing of hamas announced that they have targeted the nirim kibbutz with mortar fire al jazeera s correspondent said that sirens were sounding in kissufim israel near the gaza strip,0
the israel defense forces says a number of mortars were fired from southern lebanon at the northern community of arab al aramshe all the projectiles landed in open areas causing no injuries or damage the idf says,1
france condemns unacceptable israeli settler attacks on palestinians in the west bank,0
israeli foreign minister eli cohen has paid a visit to the european parliament with family members of some of the captives being held in gaza,1
the israel defense forces says it fired warning shots toward hezbollah members who were attempting to rebuild the tent on the lebanon border after it was bombed earlier in response to a mortar attack,1
the military s liaison to the palestinians confirms that israel allowed the entry of humanitarian aid to the gaza strip via egypt today following requests by the biden administration,0
two shepherds were found dead near lebanon s southern border on thursday a day after coming under israeli fire according to lebanese state media agency nna,0
shortly after hamas took captives during its october attack the government of qatar contacted the white house with a request form a small team of advisers to help get the captives freed,1
hila fenlon a survivor of hamas s october attacks on southern israel has described hiding in a safe room with the four children of her household in an interview with australia s national broadcaster,1
the us senator s comments come after israel s prime minister suggested israel would oversee security in the gaza strip after the war,1
a slogan calling for freedom from the jordan river to the mediterranean sea has drawn scrutiny after pro palestinian demonstrators across the western world were met with attempts to curtail its use,0
ismail al thawabta director general of the government media office in gaza said israel is still committing crimes against the indonesian hospital in the north,0
the palestinian authority health ministry says three palestinians were killed in overnight clashes with idf troops in askar bayt rima and tammun,0
a general strike is declared across the west bank and east jerusalem today to denounce the israeli aggression in both the gaza strip and the west bank,0
idf spokesman rear adm daniel hagari thanks egypt for playing a key role in the release of two israeli hostages from hamas captivity in the gaza strip last night,1
the israeli prime minister says progress is being made on the release of the captives held in gaza,1
in then defense minister avigdor liberman drafted an page document warning of hamas plans to burst through the gaza border overrun communities in southern israel staging massacres and taking hostages excerpts show,1
incoming rocket sirens are sounding in the northern village of arab al aramshe on the lebanon border,0
the israel defense forces says that several mortars were fired recently at israel from lebanon setting off air raid sirens in the border town of shtula the mortars fell in open areas and no injuries were reported the idf says,0
a large blast is reported in the southernmost city of eilat images from the scene show damage to a local school there are no reports of injuries in the explosion the cause of the blast is still under investigation,0
germany s defense minister has offered his israeli counterpart yoav gallant support from germany following the major attack by hamas,1
this is a noticeably busier evening on the israeli military front in terms of these ongoing operations in the occupied west bank,1
four more lebanese civilians were killed this afternoon when israeli artillery hit a vehicle in shittiyeh area in south lebanon raising the total killed today to seven according to local sources,0
lebanese terror group hezbollah should not make the wrong decision of opening a second front against israel as it battles attacks by hamas a senior us defense official warns,1
the european union nations have jointly condemned hamas for the use of hospitals and civilians as human shields in the war against israel,1
a palestinian youth was shot and injured this evening in confrontations with israeli forces in the town of yabad west of jenin in the northern occupied west bank according to wafa correspondent,0
uk prime minister rishi sunak fires a government aide who had called for a ceasefire between israel and hamas,1
israeli occupation forces monday seized a palestinian owned bulldozer in the town of qablan south of nablus,0
us secretary of state antony blinken says a revitalized palestinian authority should retake control of gaza if israel succeeds in its goal of toppling hamas but that regional partners and international agencies could play an interim role,1
an israeli government spokesman denies reports that humanitarian aid has been flowing into the gaza strip without being checked for weapons and contraband all supplies were inspected before entering gaza,1
israeli occupation forces attacked today a number of palestinian workers from gaza while they were working inside israel,0
al jazeera arabic has reported that at least people have been killed after an israeli air attack hit gaza s zawaida area,0
earlier we reported on the killings of four palestinians by israeli forces in the west bank city of tulkarem,0
posters celebrating the massive hamas assault on israeli civilians are plastered across the campus of manchester university the posters call for victory for the palestinians and announce a meeting to explain why it s right to resist israel,0
two palestinians including a child were injured in an attack by extremist israeli settlers while the former were herding sheep in the village of kisan to the east of bethlehem in the occupied west bank according to local sources,0
after turkey announces it is recalling its ambassador to israel amid the ongoing war against hamas the foreign ministry accuses turkish president recep tayyip erdogan of siding with the gaza ruling terror group,0
as we watch the horrifying carnage wrought out of gaza s civilian population one thing has become perfectly clear the zionist project has already been defeated,0
paris several thousand protesters calling for an immediate ceasefire in gaza are taking part in a pro palestinian anti israel march through the rain dampened streets of paris with some shouting israel assassin,0
one person was killed and dozens injured tonight in confrontations with israeli soldiers throughout the occupied territories,0
mona abuamara chief representative of the palestinian delegation to canada says five members of her family have been killed after fleeing their home near al shifa hospital in gaza city,0
hanegbi says a primary aim of the war is to return the hostages this is our sacred responsibility as a nation to our soldiers and our civilians he insists the ground operation will help free the hostages,1
four palestinian civilians were killed today in an israeli airstrike that targeted a residential building west of gaza city bringing the death toll from the ongoing israeli aggression since yesterday to according to medical sources,0
anne boyer s resignation letter decried the war in gaza which she said will not make israel the us or jewish people safer boyer said the conflict s only profit is the deadly profit of oil interests and weapon manufacturers,0
amid israel s continuing blockade communicating with the outside world has become increasingly difficult for the people of gaza without electricity or fuel one of the challenges is finding ways to charge phones,0
the israel defense forces says its fighter jets struck a number of sites belonging to the hezbollah terror group in southern lebanon in response to attacks on the border today,1
sperm from men killed since the start of the war has been extracted from their bodies to be used by their families for future fertilization reported the knesset s health committee on wednesday,1
the israeli occupation forces killed palestinian journalists and detained others in the gaza strip and west bank since october today said the palestinian journalists syndicate pjs,1
the israel defense forces says it has struck a terror cell in southern lebanon that was planning to carry out an anti tank guided missile attack against the northern community of avivim the idf publishes a video of the strike,1
gaza s interior ministry has just announced that all bakeries in the gaza city and north gaza governorates have stopped operating due to systematic targeting and the lack of fuel and flour,0
several palestinians suffered fractures and bruises this evening as a result of attacks carried out by israeli colonists in the masafer yatta area south of hebron according to local sources,0
the israel defense forces says it launched massive airstrikes against the upscale rimal neighborhood of gaza city targeting dozens of sites the idf says rimal is a nest of terror used by hamas to launch attacks against israel,1
residents of the northern gaza border communities of zikim and karmia are ordered to remain in their homes amid a suspected security incident in the area the hof ashkelon regional council says,1
who said last night it has lost communication with its contacts in al shifa hospital in northern gaza,0
several civilians were killed and injured tonight in israeli airstrikes on different areas in the gaza strip two people were killed and several others injured in an israeli strike that targeted a civilian home in jabalia to the north of the strip,0
israel s channel news says that a reported israeli airstrike in the jabaliya camp in northern gaza was aimed at and hit a hamas facility and that dozens of terrorists including senior field commanders were killed,1
two idf soldiers of the th regional brigade s th battalion were wounded yesterday by a hezbollah anti tank guided missile attack in the netu a area near the lebanon border,0
more than americans united states residents and their families have been evacuated from the gaza strip,0
a journalist was injured by metal bullets and dozens of palestinian residents suffered from suffocation today when israeli occupation forces attacked the weekly kafr qaddum march east of qalqilya,0
relentless israeli attacks across the gaza strip have destroyed residential houses and even united nations shelters,0
incoming rocket sirens are sounding in the northern communities of avivim and yir on close to the lebanon border,0
gaza s interior ministry says a series of violent raids are now pounding gaza city and northern areas of the enclave,0
rocket alert sirens sound in the southern community of nirim near the border with the central gaza strip,0
by hani mahmoud in khan younis gaza in gaza s west a public school full of people displaced was targeted by israeli gunboats there are reports of serious injuries,0
in its latest update the un palestinian refugee agency says almost million people have been displaced across the gaza strip since october,0
defense minister yoav gallant threatens the hamas terror group after it launched a murderous invasion in southern israel today and fired thousands of rockets it did not distinguish between women children and elderly it harmed all of them,1
at least five people have been reported killed by an israeli air attack in southern gaza after midnight on tuesday,0
the prisoners commission and the prisoners society said tonight that the detainee arafat yasser hamdan from the town of beit sira west of ramallah has died in ofer detention center the second prisoner to die while in custody in hours,0
hamas monday released a short video showing three women who are believed to be captives held by the palestinian militant group since its terror attack on israel on october,0
a young palestinian man was injured by israeli gunfire today during confrontations with the israeli occupation forces at the northern entrance to the city of qalqilia north of the occupied west bank local sources said,0
thousands of pro palestinian demonstrators march in london and other cities to demand israel stop its strikes on gaza as the israel hamas war enters its third week,0
at least eight palestinians were killed tonight and several others injured as a result of the israeli aerial bombardment of two houses in the cities of rafah and deir al balah in the southern and central gaza strip said sources,0
the us has warned both hezbollah and iran that it is ready to act militarily against them if they escalate the conflict with israel given its war with hamas in gaza the new york times reports,1
the israel defense forces says troops have killed several gunmen who infiltrated into israel from lebanon troops continue to scan the area the idf says the army adds that a combat helicopter is striking targets in the area,1
rockets are fired from the gaza strip toward the southern israeli cities of ashdod and ashkelon there are several reports of impacts in the cities,0
the israel defense forces top spokesman rear adm daniel hagari tells reporters that there are still six sites of active fighting in southern israel near the border with the gaza strip,1
more than people are protesting in athens police say calling for an end to the massacre of palestinians in the gaza strip we are fighting for the peace of people athens news agency quotes demonstrators as chanting through megaphones,0
rockets have been fired toward a number of communities near the gaza border throughout the morning there have been no immediate reports of injuries or damage,1
two israelis who were taken hostage in a home in the southern town of ofakim have been rescued by israeli security forces according to hebrew language media four terrorists at the home were killed according to the reports,1
we re getting reports that a rocket has landed in eilat city in southern israel warning sirens were not activated and the source of the rocket was not immediately known,0
three palestinian civilians were murdered and a fourth individual suffered critical injuries this evening in an israeli airstrike targeting a poultry farm in rafah south of the gaza strip according to wafa correspondent,0
three young palestinians were killed and six others were injured incljuding two seriously by israeli occupation forces this morning in the town of abu dis east of occupied jerusalem according to local sources and witnesses,0
at least seven palestinians were killed and several others injured in an israeli airstrike that bombarded a house in khan yunis city south of the besieged gaza strip said medical sources,0
dozens of foreign passport holders trapped in gaza are leaving the strip as the rafah crossing to egypt opens for the first time since the devastating hamas attack on october,1
mouin rabbani an analyst with the center for conflict and humanitarian studies says peace in the region will be elusive if not impossible with the current israeli leaders at the helm of the country,0
following yet another evacuation announcement by the israeli army palestinians in northern gaza would be allowed to travel south via salah al din street the israeli army said thousands of people responded to the announcement,0
the israel defense forces idf announced friday that they are expanding ground operations in the gaza strip according idf spokesperson rear adm daniel hagari,1
the israel defense forces says it struck several syrian military targets after rockets were fired from syria toward israeli communities in the golan heights the idf says fighter jets hit military infrastructure and mortar launching sites,1
in an address to the nation prime minister benjamin netanyahu vows to use all the power of the idf to destroy hamas s capabilities and tells gaza s residents to get out now,1
yoav gallant has repeated the israeli government s position that the four day truce is only a short pause after which israel will resume operating with full military power,1
the palestinian ministry of health has called on the international committee of the red cross icrc and egypt to ensure the safe exit of the wounded from the besieged enclave,0
the israel defense forces releases thermal footage showing failed rocket launches from gaza landing inside the strip,1
the israel defense forces publishes footage of its airstrikes against a hezbollah tent established in israeli territory and other infrastructure on the lebanon border in response to mortar fire,1
speaking from occupied east jerusalem al jazeera s rory challands says part of the issue being raised is that fuel was supposed to be used as a bargaining tool to facilitate the release of captives it s incredibly unpopular among the far right,0
caroline gennez the belgian minister of development cooperation and major cities says her government is considering the recognition of the state of palestine speaking to al jazeera she said this was necessary to achieving peace in the long term,0
a man and his son were killed today from bullets fired by israeli settler terrorists who attacked the funeral of four people killed yesterday in the village of qusra south of the northern west bank city of nablus,0
at the press conference netanyahu says we always said never again never again is now,1
the head of the world health organization who has sent heartfelt condolences to doctors without borders medecins sans frontieres or msf after the ngo announced the death of a team member in an israeli air attack in gaza,0
rockets launched from the gaza strip at the southern coastal city of ashkelon in the latest barrage have caused damage authorities say the fire and rescue services says it is checking two sites where rockets landed in the city,0
us president joe biden says i continue to be alarmed by extremist settlers attacking palestinians in the west bank adding that the attacks are adding fuel to the fire they re attacking palestinians in places they re entitled to be,0
jordan says it will not heed the order to evacuate the jordanian field hospital in gaza,0
war cabinet member minister benny gantz says that israel will ultimately make its own decisions regarding war plans in light of several reports saying israel has bowed to american pressure to delay its gaza ground invasion,1
a palestinian identified as ahmad khaled abu turki was killed today and others wounded when israeli occupation forces opened fire at a vehicle they were riding south of the southern west bank city of hebron according to wafa correspondent,0
the group of israeli army veterans critical of the israeli occupation said it appears the dahiya doctrine is being used based on statements made by senior israeli officials and the extent of the destruction in the bombarded enclave,1
for the st day of aggression on the gaza strip the israeli war machine killed and injured dozens of people as health ministry reports said the number of killed so far approached mainly children women and elderly,1
foreign minister eli cohen will head to brussels tomorrow along with families of israeli hostages where he will speak in front of the european parliament,1
the palestinian red crescent said that its medical teams are still trapped in ahli arab hospital in gaza amid heavy israeli army fire,0
the israel defense forces releases footage of the interrogation of hamas terrorists who participated in the october massacre in southern israel where they confirm the terror group has a hideout under shifa hospital in gaza city,1
the raid on balata located east of the city of nablus involved soldiers firing live rounds as well as hurling sound bombs and tear gas canisters says imad al tirawi who heads the refugee camp s popular committee,0
saudi arabia s de facto ruler denounces the conduct of israeli forces fighting hamas in gaza ahead of weekend summits that will focus on the unfolding violence in the strip,0
the ministry of health said in its latest update that the death toll since saturday s israeli occupation s barbaric aggression against the gaza strip and soldiers shooting palestinians in the west bank has risen to dead and about wounded,0
israel airstrikes today shelled two houses in beit hanoun and khan yunis cities to the north and south of the gaza strip respectively leaving at least palestinians killed mostly women and children,0
a letter submitted to the british medical association demands action to support palestinians in gaza some uk doctors and members of the medical trade union are among the signatories,0
a number of palestinian terrorists from the gaza strip have infiltrated into southern israel israeli forces are clashing with the gunmen in sderot and nearby areas palestinian terrorists from the gaza strip are seen in sderot pic twitter,0
un secretary general antonio guterres has condemned hamas s surprise attack on southern and central israel this morning,1
hamas officials and palestinian media report fighting on the outskirts of gaza s shifa hospital where israel says hamas has its command center and the rantisi hospital,1
the israel defense forces says it carried out a targeted raid in the southern gaza strip overnight,1
protests in support of the people of gaza continued around the world on monday and tuesday in ramallah in the occupied west bank palestinians rallied in support of journalists in gaza,0
we re getting reports of a new attack on khan younis in southern gaza the health ministry says in initial figures that at least six people have been killed and dozens wounded in the israeli strike,0
the decision was announced on x by a spokesperson for israel s foreign ministry who said it was made in light of the latest statements from south africa,1
the israeli military s precise and targeted operation inside gaza city s shifa hospital continues as of this morning the idf says,1
two members of israel s war cabinet and one of its observers support the expansion of the army s ground invasion to southern gaza a senior security official told israeli media outlet walla,1
minister benny gantz tells reporters that israel has not set a time limit for its current gaza ground operation to root out hamas,1
several hebrew media outlets report that there is a suspected hostage situation in sderot along with a second shooting incident responding to the reports the municipality says we aren t aware of any incident involving hostages in the city,0
police say the palestinian assailant who carried a stabbing attack near jerusalem s old city wounding two officers was shot dead he is identified by police as a year old resident of east jerusalem s issawiya neighborhood,0
unicef executive director catherine russell tuesday issued a statement on her visit to the gaza strip noting that inside the strip there is nowhere safe for gaza s one million children to turn,0
a four day pause in fighting has formally begun in gaza,0
following strong pushback in israel france seeks to walk back president emmanuel macron s remark that there s no justification for israel s bombing of these babies these ladies these old people in gaza,0
saudi crown prince mohammad bin salaman welcomes iranian president ibrahim raisi as arab and muslim leaders are in riyadh the saudi capital saturday for a summit on the israel hamas war,0
the strike hit a family home in al qarara east of khan younis in southern gaza according to witnesses palestinian media reports and an al jazeera reporter,0
the israel defense forces says ground forces are continuing to operate in the northern part of the gaza strip killing hamas gunmen and destroying sites belonging to the terror group,1
the israeli occupation forces today detained around palestinians in raids at their homes in the occupied west bank most of them from the city of hebron and including gazan workers who were in the west bank according to various sources,0
a spokesperson for the gaza health ministry has warned that israel is preparing something bad for the al shifa medical complex his comments came after an attack on the solar panel roof that we reported earlier,0
us secretary of state antony blinken is expected to arrive in turkey for a two day visit on sunday the state department has said on friday a freedom convoy for palestine departed istanbul making its way to a us military base in southern turkey,0
lebanese foreign minister abdallah bouhabib says his government has received assurances from hezbollah that it will not join the fighting unless israel harasses lebanon,0
