text,label
"The Israel Defense Forces announces the death of Cpl  Noa Marciano, who was captured by the Hamas terror group on October 7",0
"Seven suspects have been indicted for allegedly carrying out an arson attack on a bicycle store in the Arab Israeli town of Taibe in October, the Israel Police says in a joint statement with the Shin Bet security service",0
"China, Iran and a multitude of Arab nations condemn an Israeli minister’s statement that a nuclear bomb on the Gaza Strip was an option in the Israel-Hamas war, calling it a threat to the world",0
"Air defenses intercept a “suspicious target” identified off the coast of Acre in northern Israel, according to the Israel Defense Forces",0
"Fighting between Israeli troops and Palestinian terrorists in northern Gaza caused another 200,000 people to flee south in the past 10 days, the UN humanitarian office says",0
"Rocket alert sirens sound in the southern community of Nirim, near the border with the central Gaza Strip",0
"An image circulating on social media shows troops of the IDF’s Golani Brigade inside Hamas’s military police headquarters in the Gaza Strip, after capturing the site",0
The Israel Defense Forces says ground forces operating in the Gaza Strip have found infrastructure inside a mosque,1
"An Israeli official tells The Washington Post that a deal with Hamas that would see the release of dozens of women and children held by the terror group in the Gaza Strip is nearing fruition, and could be announced within days",0
Israeli troops of the Kfir Brigade continue to operate in the West Bank’s Tulkarem refugee camp this morning,1
"Two IDF soldiers of the 300th Regional Brigade’s 299th Battalion were wounded yesterday by a Hezbollah anti-tank guided missile attack in the Netu’a area, near the Lebanon border",0
The Palestinian Authority health ministry raises the death toll in overnight clashes between gunmen and IDF soldiers in the northern West Bank city of Tulkarem to six,0
"This morning’s first rocket alert sounds, in the Kissufim area near the Gaza border",0
"BRASILIA, Brazil — Brazil’s president accuses Israel of “killing innocent people without any criteria” in the Gaza Strip, deeming its actions there “as grave” as the October 7 attacks by Palestinian terror group Hamas",0
"Five Palestinians were killed in clashes with Israeli forces around the city of Tulkarem in the northern West Bank, the director of a local hospital tells AFP",0
"Forensic examiners have identified the remains of peace activist Vivian Silver, confirming she was killed during the October 7 massacres in southern Israel by Hamas-led terrorists",1
"The Israel Defense Forces says a number of rockets were fired from Lebanon at an army position on the northern border, close to the community of Malika",0
"Foreign Minister Eli Cohen will travel to Switzerland tomorrow along with several relatives of captives held in Gaza, for a whirlwind diplomatic visit",1
"Suspected drone infiltration alarms sound in the northern communities of Yir’on, Avivim, Dovev, Sassa, Baram and Matat, close to the Lebanon border 
The IDF quickly confirms the incident to be a false alarm",0
"IDF Spokesman Rear Adm  Daniel Hagari says the Navy’s elite Shayetet 13 commando unit and the 401st Armored Brigade have raided Gaza City’s Rantisi Hospital, which treats children, and that Hamas operatives were holed up there",1
"Asked whether he has raised his concerns with Israel regarding the IDF’s operations around Shifa Hospital in Gaza City, US President Joe Biden says: “I have not been reluctant expressing my concerns with what’s going on",0
IDF Spokesperson Daniel Hagari is holding an English-language press conference about an incident in which weapons were found at Rantisi hospital in Gaza,1
"An image circulating on social media shows troops of the IDF’s Golani Brigade inside Gaza’s parliament building in Gaza City, after capturing the site",1
"IDF Chief of Staff Lt  Gen  Herzi Halevi holds an assessment at the Northern Command in Safed, vowing to restore security to residents of northern Israel, given repeated rocket and missile attacks by Hezbollah and allied Palestinian factions",1
"Incoming rocket sirens are sounding in central Israel, including Tel Aviv 
It marks the first long-range rocket attacks from the Gaza Strip since Friday 
Sirens also sound in Ashkelon and other areas of southern Israel",0
"Defense Minister Yoav Gallant says Hamas has lost control of the Gaza Strip, as the IDF moves to fully capture Gaza City 
“There is no force of Hamas capable of stopping the IDF  The IDF is advancing to every point",1
"Journalists in southern Lebanon claim they have been targeted in Israeli strikes, which Qatar’s Al Jazeera network says lightly wounded its photographer",0
"The Israeli Air Force’s elite helicopter-borne search and rescue Unit 669 has carried out more than 60 medical evacuations from inside the Gaza Strip, during the military’s ground offensive, taking wounded soldiers to hospitals in Israel",1
"The Knesset passes a law to enable the defense minister to declare non-Israeli individuals as terrorist operatives, as part of its wartime push",1
Foreign Minister Eli Cohen appears to downplay his remark from earlier that Israel only has two or three weeks before international pressure over the war against Hamas becomes significant,1
"The Israel Defense Forces says it has struck a Hezbollah launch site in southern Lebanon, as well as an operative who fired projectiles at Israel earlier 
An IDF tank meanwhile also shelled an anti-tank missile cell near Shtula, the military says",1
The Israel Defense Forces says it has killed a number of Hamas commanders in airstrikes in the Gaza Strip over the past day,1
"Foreign Minister Eli Cohen says that diplomatic pressure on Israel has begun to increase, and that although it’s not particularly high at present, it is on the rise",0
Jordan’s Foreign Ministry says an evacuation is underway for 69 Jordanian citizens residing in Gaza who have been allowed to leave through the Rafah crossing,0
"Prime Minister Benjamin Netanyahu issues a warning to Hezbollah amid escalating tensions in the north, saying the Lebanese terror group is “playing with fire",1
"The UN agency for Palestinian refugees and their descendants claims its operations in war-torn Gaza will shut down within two days due to fuel shortages, as fighting rages between Israel and Hamas",0
"The Israel Police says that a stabbing terror attack in Tel Aviv was thwarted on November 2, with officers arresting two teenage Palestinians who were found to be carrying knives",0
The Israel Defense Forces releases footage of the Navy’s underwater missions unit — known by its Hebrew acronym YALTAM — recovering weapons left behind by Hamas terrorists in the sea from the October 7 onslaught and other attacks since,1
"Opposition Leader Yair Lapid warns Prime Minister Benjamin Netanyahu to “focus on the war” and the economy, rather than questions of blame for Israel’s failure to prevent the October 7 massacre",1
The Israel Defense Forces says troops killed members of a terror cell that opened fire at Israeli forces from Al-Quds Hospital in Gaza City,1
"The Israel Defense Forces says it carried out strikes against a series of Hezbollah sites in southern Lebanon, in response to rocket, missile and mortar attacks on northern Israel today",1
"The Israel Electric Corporation says that one of its workers, Shalom Aboudi, 56, was killed during yesterday’s Hezbollah attack on northern Israel",0
"Palestinian Authority Prime Minister Mohammad Shtayyeh calls on the European Union and the United Nations to “parachute aid” into the Gaza Strip, which has been devastated by fighting between Israel and Hamas",0
"A Turkish vessel carrying materials for field hospitals arrives in Egypt’s port of El Arish near the Rafah border crossing with the Gaza Strip, a port official says 
It is the first such aid vessel to arrive in Egypt since war broke out on October 7",0
"Israel’s journalists union calls on the police to protect correspondents reporting from the field in Arabic 
The letter sent to police chief Kobi Shabtai says that there have been several instances of journalists being accosted and even attacked",0
"Incoming rocket sirens are sounding in Safed and nearby towns in the Upper Galilee, as well as in Acre and suburbs in the Western Galilee",0
"Suspected drone infiltration alarms are sounding in the Upper Galilee 
The alerts are activated in the communities of Yir’on, Jish, Rehaniya, Alma, Avivim, Kerem Ben Zimra, Baram, Dalton, and the Ramat Dalton Industrial Zone",0
The 27 European Union nations have jointly condemned Hamas for the use of hospitals and civilians as “human shields” in the war against Israel,1
"The Israel Defense Forces says that since the beginning of Israel’s ground offensive in the Gaza Strip around two weeks ago, some 4,300 strikes have been carried out",1
"A senior Hamas official appears to rule out the possibility of a partial exchange of hostages, saying that the terror group is demanding a “complete exchange” of Hamas prisoners in Israeli jails",0
"The UN agency for Palestinian refugees says that Israel’s navy struck one of its facilities in southern Gaza, despite sharing coordinates with warring parties",0
"An anti-tank guided missile was fired from Lebanon at an area near the northern community of Netu’a, the Israel Defense Forces says 
The IDF does not immediately provide information on potential injuries in the attack",0
"The Palestinian Authority demands that the international community condemn Israel’s National Security Minister Itamar Ben Gvir, who reportedly called for treating certain Gazan civilians as combatants yesterday, calling him a “fascist",0
"British Prime Minister Rishi Sunak has fired Home Secretary Suella Braverman, who drew anger for accusing police of being too lenient with pro-Palestinian protesters",0
"Iran hanged three men who were convicted of carrying out bombing attacks in 2019 in the restive southeastern province of Sistan-Baluchistan, the judiciary says",0
"Many displaced Palestinians, along with some medical patients, have left Gaza’s largest hospital, which is surrounded by Israeli forces, Hamas and UN health officials say",0
"Two mortars were fired from Lebanon at northern Israel earlier, setting off sirens in Gornot HaGalil, the Israel Defense Forces says 
Both projectiles landed in open areas, causing no damage or injuries",0
The security cabinet approves orders to shut down the pro-Hezbollah Lebanese al Mayadeen satellite news station’s broadcasts and operations in Israel,1
"At least six pro-Iran fighters were killed in US strikes on eastern Syria, Fox News reports citing US defense officials, after Washington announced the raids a day earlier in response to attacks on American forces",1
"The Israel Defense Forces says ground troops continue to find Hamas weaponry and infrastructure during raids in the Gaza Strip, including inside schools, mosques, and the homes of terror operatives",1
"War cabinet minister Benny Gantz is opposed to public calls for Prime Minister Benjamin Netanyahu to be replaced now, the Kan public broadcaster reports, citing sources close to Gantz",1
"The Israel Defense Forces says two more soldiers have been killed fighting in the northern Gaza Strip, bringing the death toll in the ground operation against Hamas to 44 
The military names the slain troops as Maj",0
"Graves at a Jewish cemetery in Cleveland were vandalized with swastika graffiti, according to the local Jewish federation",0
"An Egyptian border official tells CNN that at least 826 foreign nationals left the Gaza Strip on Sunday through the Rafah crossing, the most to leave the enclave in a single day amid the Israel-Hamas war",0
US President Joe Biden discussed efforts to secure the release of the roughly 240 hostages being held by terror groups in Gaza during his latest phone call with Qatar’s Emir Tamim bin Hamad Al Thani earlier today,1
A man briefly grabs the microphone from climate activist Greta Thunberg in Amsterdam and criticizes her pro-Palestinian activism,0
The World Health Organization claims that Gaza City’s Shifa Hospital is “not functioning as a hospital anymore,0
"The European Union condemns Hamas for using “hospitals and civilians as human shields” in Gaza, while also urging Israel to show “maximum restraint” to protect civilians from the war",1
IDF Spokesman Rear Adm  Daniel Hagari says Israel will “change the security situation in the north” amid repeated attacks by the Iran-backed Hezbollah terror group and allied Palestinian factions,1
The Shin Bet security agency and Israel Defense Forces say some 20 members of the Hamas terror group have been arrested by Israeli troops in the Gaza Strip to be questioned in Israel,1
"German Chancellor Olaf Scholz says he opposes an “immediate” ceasefire in the Gaza Strip, amid international calls to halt Israel’s bid to destroy Hamas due to the terror group’s unprecedented assault on Israel",1
"The Israel Defense Forces says fighter jets and drones have carried out strikes against Hezbollah sites in southern Lebanon in response to missile, rocket and mortar attacks on northern Israel today",1
"IDF Chief of Staff Herzi Halevi meets mayors of southern Israeli cities and councils ravaged by Hamas’s October 7 onslaught, and according to Channel 13 news promises them that after the war is over, “not one rocket will fly toward Israel",1
"The Israel Defense Forces says it supplied 300 liters of fuel for “urgent medical purposes” at Shifa Hospital in Gaza City, but Hamas prevented the medical center from receiving it",1
"Republican US presidential candidate Chris Christie eschews calls for a ceasefire in Gaza, saying on a visit to Israel that had Hamas not violated an existing ceasefire by carrying out its October 7 onslaught, there would currently be calm",1
The Israel Defense Forces says it is employing new tactics to provide troops with quick intelligence amid fighting in the Gaza Strip,1
"Prime Minister Benjamin Netanyahu again pushes off a question about his personal responsibility for the failures that led to the October 7 Hamas massacres, saying this question will be dealt with after the war",1
"Against the backdrop of mass protests against Israel and calls on Jerusalem to accept a ceasefire with Hamas, Prime Minister Benjamin Netanyahu says many of the protesters are “misguided” and supporting “sheer evil",1
Prime Minister Benjamin Netanyahu doubles down on his Saturday remark that the Palestinian Authority is not fit to govern Gaza should Israel succeed in dislodging Hamas’s control over the coastal enclave,1
"Prime Minister Benjamin Netanyahu reportedly warns ministers to weigh their every word in public remarks about Israel’s war with Hamas 
“Every word has meaning when it comes to diplomacy",1
"The Israel Defense Forces says seven soldiers were lightly wounded in a mortar attack from Lebanon on the Manara area earlier today 
All the soldiers were taken to a hospital for treatment",0
"Air raid sirens are blaring in the northern cities of Acre and Kiryat Bialik, as well as other smaller towns in the Galilee 
The cause isn’t immediately clear",0
The Israel Defense Forces says its fighter jets have struck a number of Hezbollah sites in southern Lebanon in response to missile attacks on the border,1
"Rocket sirens sound in a number of towns in northern Israel, including Kiryat Shemona 
There are no immediate reports of injuries or damage",0
"The Israel Defense Forces says troops of its Harel Reserve Brigade have captured the “al-Karameh area” — apparently named after a local hospital — between Beit Hanoun and Jabaliya, in the northern Gaza Strip",1
"Israel Police say they are hunting for a suspect in Bnei Brak who defaced posters of women kidnapped to Gaza by Hamas terrorists on October 7 
Police say the posters were vandalized on Hazon Ish Street in the predominantly Haredi city",1
The deputy spokesperson for the US State Department says Washington has so far found no evidence for claims by UN officials that Israel has been committing war crimes in its war against the Hamas terror group in Gaza,1
An Israeli official and a US official tell The Times of Israel that the Jewish state will expand its humanitarian pauses in northern Gaza,0
Defense Minister Yoav Gallant repeats in a press statement that Israel will not stop the fighting against the Hamas terror group in Gaza until the at least 239 captives held in the Strip are returned,1
"IDF Spokesman Rear Adm  Daniel Hagari says Israel will continue to deepen its ground operations in Gaza City 
“We will reach more and more Hamas strongholds,” Hagari vows",1
"Incoming rocket sirens are sounding in the country’s southernmost city of Eilat 
The alerts come after a drone of unknown origin slammed into a school in the city earlier today",0
"The United States welcomes Germany’s decision to ban activities supporting Hamas, which builds on the European Union’s designation to fully restrict and criminalize support of the Palestinian terror group",1
US President Joe Biden tells reporters he asked Prime Minister Benjamin Netanyahu to agree to a humanitarian pause in the Gaza fighting that will last longer than three days,0
"The Israel Defense Forces releases long-awaited data on the activity of the military’s air defenses since the war began on October 7 
It also says that currently, Israel has the “largest deployment of air defense batteries ever",1
"Shaare Zedek Medical Center, a major private hospital in Jerusalem, is having a Torah scroll written in memory of the members of its community who have been killed or fallen in battle in the current war",1
"Palestinian Authority Prime Minister Mohammed Shtayyeh claims that Israel’s war goal of eradicating Hamas is impossible to achieve, because the terror group exists as an “idea” and many of its top members aren’t even in Gaza",0
"President Isaac Herzog says that despite rampant media reports about an impending deal about Hamas releasing some hostages in exchange for a pause in the war, no such serious proposal is on the table",1
"The Israel Defense Forces says a number of mortars were fired from Lebanon at northern Israel earlier, setting off sirens in Shtula and Even Menahem 
The IDF says it struck the launcher, as well as a second rocket launcher in southern Lebanon",0
"The head of UNRWA, the UN agency for Palestinian refugees and their descendants, says 99 of his colleagues have been killed in Gaza since the outbreak of the Israel-Hamas war a month ago",0
"German Foreign Minister Annalena Baerbock is traveling to the Middle East for the third time in a month with stopovers planned in the United Arab Emirates, Saudi Arabia and Israel",0
"The Israel Defense Forces says its 162nd Division is operating in Hamas’s “military quarter” of Gaza City, clashing frequently with terror operatives",1
"The Israel Defense Forces confirms a drone hit a school in the southernmost city of Eilat, causing damage 
“The identity of the aircraft and the details of the incident are under review,” it adds",0
"Incoming rocket sirens are sounding in the northern communities of Shtula and Even Menahem, close to the Lebanon border",0
"Police say they are investigating the blast in the southernmost city of Eilat as a “suspected security incident ”
It asks the public to stay away from the area of a school where the large explosion occurred",0
"A large blast is reported in the southernmost city of Eilat 
Images from the scene show damage to a local school 
There are no reports of injuries in the explosion 
The cause of the blast is still under investigation",0
"The Israel Defense Forces says it struck two Hezbollah anti-tank guided missile squads in southern Lebanon, near the Biranit military base and the northern community of Yiftah",1
"French President Emmanuel Macron opens a Gaza aid conference with an appeal for Israel to protect civilians as it fights the Hamas terror group, saying “all lives have equal worth” and that fighting terrorism “can never be carried out without rules",0
"Sirens sound in the coastal city of Ashdod and surrounding towns as a barrage of rockets is fired 
At least two rockets are intercepted by missile defense systems 
There are no immediate reports of injuries or damage",0
"Britain’s interior minister accuses the country’s largest police force of being more lenient toward pro-Palestinian, anti-Israel demonstrators than other groups, deepening a political feud sparked by the Israel-Hamas war",1
"Defense Minister Yoav Gallant says one of the objectives of the military’s ground offensive in the Gaza Strip is to stop Hamas rocket fire on Israeli towns, so that the public can return to their daily routines",1
"Thousands gather at Mount Herzl national cemetery for the funeral of Sergeant Rose Ida Lubin, who was killed Monday in a stabbing attack outside of Jerusalem’s Old City while on duty as a Border Police officer",1
"The Israel Defense Forces spokesperson’s unit says that contrary to reports, its edited film of Hamas atrocities has not leaked online",1
A screening is held for the Hollywood community of a film of the murderous atrocities committed by Hamas against Israelis on October 7,1
The Palestinian Authority health ministry reports six killed and at least five wounded in renewed clashes with the Israel Defense Forces in the West Bank’s Jenin refugee camp,0
"The Health Ministry is allowing parents to circumvent usual legal procedures to have the sperm of their fallen soldier sons, or civilians sons killed during the war, to be retrieved before burial",1
The Israel Defense Forces says it has killed a senior Hamas commander responsible for the terror group’s anti-tank guided missile (ATGM) operations in central Gaza,1
A former lawmaker from the Arab-majority Hadash party is detained for questioning after he announced a protest against the Israel-Hamas war,0
"More than half the operating rooms in Israeli hospitals are not fortified against missile attacks, according to a report by the Kan national broadcaster",0
"The Israel Defense Forces’s Arabic-language Spokesman, Lt  Col  Avichay Adraee, says Israel will again open a corridor for Gazan civilians in the north of the Strip to escape southward",1
Israeli troops operating in the Gaza Strip have located a Hamas drone manufacturing plant and weapons depot inside a residential building,1
"Rocket sirens sound in the coastal city of Ashdod, sending residents running for shelter 
It is the first time in some 36 hours that rockets were aimed at communities located beyond the Gaza border area",0
Former US secretary of state Hillary Clinton goes viral with a long explanation of the situation in Gaza and why she is not calling for a ceasefire,1
"The Palestinian Authority health ministry reports that two Palestinians were killed in clashes with the Israeli military in the West Bank town of Beit Fajjar, near Bethlehem, and in Dura, near Hebron",1
"Rocket sirens sound in the northern community of Shtula 
The alert comes shortly after a number of people were critically and seriously wounded in an anti-tank missile attack from Lebanon by the Hezbollah terror group",1
The Lebanese Hezbollah terror group claims responsibility for the anti-tank guided missile attack targeting civilians near the northern community of Dovev on the Lebanon border,0
The Israel Electric Corporation says its employees were wounded in the anti-tank guided missile attack from Lebanon,0
"The Magen David Adom emergency service says one of the civilians injured in the anti-tank missile attack on northern Israel is in critical condition 
Three to five other people are in serious condition, a spokesman tells Channel 12 news",0
"Several civilians are wounded in an anti-tank guided missile attack from Lebanon, the military says 
The missile struck a number of civilian vehicles near the northern community of Dovev, close to the border",0
President Isaac Herzog reveals that an annotated copy of Adolf Hitler’s “Mein Kampf” was found in a children’s room that was used as a base by terrorists in the northern Gaza Strip,0
"Rocket fire continues toward the Gaza border communities, with sirens sounding in Nahal Oz 
There are no immediate reports of injuries or damage 
The communities have been largely evacuated of civilians since the initial days of the war",0
"COGAT, the Coordinator for Government Activities in the Territories, says that 14,320 tons of humanitarian aid have entered the Gaza Strip since the beginning of the war",0
"Rocket sirens sound in the Gaza border communities of Kfar Aza and Sa’ad 
The communities have been largely evacuated of civilians since the first days of the war 
There are no immediate reports of injuries or damage",0
"Incoming rocket sirens sound in the northern community Gornot HaGalil, close to the border with Lebanon 
There are no immediate reports of injuries or damage 
It is the first time sirens have sounded in the north of the country in some 13 hours",0
"Fierce fighting continues in and around Gaza City between Israel Defense Forces troops and armed gunmen, as the military closes in on Shifa Hospital, where Israel says Hamas’s main headquarters are located",1
"The Israel Defense Forces says a “significant” number of troops continue to fight in Gaza City’s al-Shati camp 
It says that in one incident, Givati Brigade troops identified civilians in a building, and enabled them to evacuate",1
The United States has asked for clarification of Prime Minister Benjamin Netanyahu’s comments that Israel will have security responsibility for the Gaza Strip for an indefinite period after the war against the Hamas terror group,1
"The first rocket alert alarm of the day sounds in Kissufim, near Gaza 
The community has long been evacuated amid the ongoing war and after border area towns were devastated during the Hamas onslaught on October 7",0
"Israeli warplanes struck terror infrastructure in Syria a short while ago, the Israel Defense Forces says 
The IDF says this is in reaction to rocket fire several hours ago from Syria toward the Golan Heights",1
"Jordan has again dropped humanitarian aid from the air to help a field hospital operated by Amman in the Gaza Strip, the Jordanian army has announced according to Hebrew media",0
